link,path,value
https://agora.olery.com/v2/companies/582566/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[58.6029411764706]
https://agora.olery.com/v2/companies/79/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[69.0956221198157]
https://agora.olery.com/v2/companies/582569/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[70.522141440846]
https://agora.olery.com/v2/companies/143/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[63.3375474083439]
https://agora.olery.com/v2/companies/582554/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[72.3720930232558]
https://agora.olery.com/v2/companies/577213/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[66.8727915194346]
https://agora.olery.com/v2/companies/582597/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[69.004329004329]
https://agora.olery.com/v2/companies/168629/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[62.4717832957111]
https://agora.olery.com/v2/companies/169510/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[54.2810098792536]
https://agora.olery.com/v2/companies/135/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[66.8519805420431]
https://agora.olery.com/v2/companies/170090/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[46]
https://agora.olery.com/v2/companies/423932/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[81.4673452078032]
https://agora.olery.com/v2/companies/170137/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[39.4620253164557]
https://agora.olery.com/v2/companies/169372/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[54.2465753424658]
https://agora.olery.com/v2/companies/568647/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[82.4845147969718]
https://agora.olery.com/v2/companies/4672/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[67.5572519083969]
https://agora.olery.com/v2/companies/565515/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[77.434554973822]
https://agora.olery.com/v2/companies/568760/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[84.189497716895]
https://agora.olery.com/v2/companies/104/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[65.8006814310051]
https://agora.olery.com/v2/companies/169653/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[38.4180790960452]
https://agora.olery.com/v2/companies/577199/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[38.8516746411483]
https://agora.olery.com/v2/companies/565416/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[77.1784232365145]
https://agora.olery.com/v2/companies/5419/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[51.8746158574063]
https://agora.olery.com/v2/companies/3870/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[71.268758526603]
https://agora.olery.com/v2/companies/258/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[77.1849771849772]
https://agora.olery.com/v2/companies/167982/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[67.7816492450639]
https://agora.olery.com/v2/companies/169636/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[46.4996788696211]
https://agora.olery.com/v2/companies/582584/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[65.9090909090909]
https://agora.olery.com/v2/companies/168637/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[55.823777911889]
https://agora.olery.com/v2/companies/582585/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[69.9800057126535]
https://agora.olery.com/v2/companies/577097/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[52.8735632183908]
https://agora.olery.com/v2/companies/3412/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[67.0272609260061]
https://agora.olery.com/v2/companies/582589/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[75.3432835820896]
https://agora.olery.com/v2/companies/568759/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[77.2778402699662]
https://agora.olery.com/v2/companies/169617/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[46.2231462231462]
https://agora.olery.com/v2/companies/122/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[55.0130775937228]
https://agora.olery.com/v2/companies/565246/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[58.6206896551724]
https://agora.olery.com/v2/companies/169257/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[69.0512048192771]
https://agora.olery.com/v2/companies/347/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[73.6111111111111]
https://agora.olery.com/v2/companies/565506/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[59.2302209550962]
https://agora.olery.com/v2/companies/565248/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[65.2730375426621]
https://agora.olery.com/v2/companies/168682/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[57.2342126298961]
https://agora.olery.com/v2/companies/350/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[72.9113426380971]
https://agora.olery.com/v2/companies/92/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[71.10958433528]
https://agora.olery.com/v2/companies/582556/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[67.0608108108108]
https://agora.olery.com/v2/companies/1614/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[70.281543274244]
https://agora.olery.com/v2/companies/126/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[64.2699926632428]
https://agora.olery.com/v2/companies/169433/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[72.0961281708945]
https://agora.olery.com/v2/companies/168351/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[75.2527294783664]
https://agora.olery.com/v2/companies/582586/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[55.6]
https://agora.olery.com/v2/companies/582620/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[61.1071682044003]
https://agora.olery.com/v2/companies/74/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[63.682148852826]
https://agora.olery.com/v2/companies/260/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[61.7647058823529]
https://agora.olery.com/v2/companies/168598/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[65.4114365411437]
https://agora.olery.com/v2/companies/168243/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[81.1949444657219]
https://agora.olery.com/v2/companies/168618/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[70.8333333333333]
https://agora.olery.com/v2/companies/154/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[65.8021133525456]
https://agora.olery.com/v2/companies/169384/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[69.4367497691597]
https://agora.olery.com/v2/companies/2484/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[53.3101045296167]
https://agora.olery.com/v2/companies/170022/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[52.4861878453039]
https://agora.olery.com/v2/companies/582595/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[66.7407736771899]
https://agora.olery.com/v2/companies/75/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[58.6206896551724]
https://agora.olery.com/v2/companies/577290/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[71.0008554319932]
https://agora.olery.com/v2/companies/250/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[74.2734635540734]
https://agora.olery.com/v2/companies/582594/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[73.0639730639731]
https://agora.olery.com/v2/companies/168426/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[66.864224137931]
https://agora.olery.com/v2/companies/218/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[75.990099009901]
https://agora.olery.com/v2/companies/1610/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[67.817896389325]
https://agora.olery.com/v2/companies/169734/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[48.825831702544]
https://agora.olery.com/v2/companies/168658/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[63.2282712511939]
https://agora.olery.com/v2/companies/169165/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[73.0448383733055]
https://agora.olery.com/v2/companies/582581/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[46.0966542750929]
https://agora.olery.com/v2/companies/134/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[64.2174131857071]
https://agora.olery.com/v2/companies/169082/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[63.4811046511628]
https://agora.olery.com/v2/companies/2266/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[59.4594594594595]
https://agora.olery.com/v2/companies/582590/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[60.4938271604938]
https://agora.olery.com/v2/companies/2002/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[54.2925278219396]
https://agora.olery.com/v2/companies/4224/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[67.007874015748]
https://agora.olery.com/v2/companies/1710/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[72.4002616088947]
https://agora.olery.com/v2/companies/169941/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[50.3184713375796]
https://agora.olery.com/v2/companies/677075/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[75.609756097561]
https://agora.olery.com/v2/companies/2188/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[58.3628492719402]
https://agora.olery.com/v2/companies/1608/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[74.302496328928]
https://agora.olery.com/v2/companies/168621/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[71.1646586345382]
https://agora.olery.com/v2/companies/565318/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[45.7868649318463]
https://agora.olery.com/v2/companies/2190/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[51.8072289156626]
https://agora.olery.com/v2/companies/582592/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[68.8827331486611]
https://agora.olery.com/v2/companies/565570/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[29.9276672694394]
https://agora.olery.com/v2/companies/582567/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[48.0626545754328]
https://agora.olery.com/v2/companies/577345/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[51.1111111111111]
https://agora.olery.com/v2/companies/168476/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[71.2580348943985]
https://agora.olery.com/v2/companies/582603/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[62.2169249106079]
https://agora.olery.com/v2/companies/169493/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[54.8513302034429]
https://agora.olery.com/v2/companies/129/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[76.1832061068702]
https://agora.olery.com/v2/companies/1612/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[66.1398176291793]
https://agora.olery.com/v2/companies/168684/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[56.5217391304348]
https://agora.olery.com/v2/companies/169908/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[42.8402366863905]
https://agora.olery.com/v2/companies/659518/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[77.5903614457831]
https://agora.olery.com/v2/companies/52/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[64.2201834862385]
https://agora.olery.com/v2/companies/582571/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[63.96484375]
https://agora.olery.com/v2/companies/565512/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[38.9333333333333]
https://agora.olery.com/v2/companies/169688/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[69.3589743589744]
https://agora.olery.com/v2/companies/582582/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[49.2597577388964]
https://agora.olery.com/v2/companies/169547/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[59.5083152566884]
https://agora.olery.com/v2/companies/582572/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[81.2658227848101]
https://agora.olery.com/v2/companies/124/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[75.3763440860215]
https://agora.olery.com/v2/companies/565355/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[43.3566433566434]
https://agora.olery.com/v2/companies/170203/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[37.8600823045267]
https://agora.olery.com/v2/companies/168362/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[73.688155922039]
https://agora.olery.com/v2/companies/2354/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[61.8841832324978]
https://agora.olery.com/v2/companies/169949/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[45.5192034139403]
https://agora.olery.com/v2/companies/582578/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[55.6171983356449]
https://agora.olery.com/v2/companies/582587/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[58.3617747440273]
https://agora.olery.com/v2/companies/582598/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[64.7819063004846]
https://agora.olery.com/v2/companies/5279/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[61.810551558753]
https://agora.olery.com/v2/companies/168570/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[59.0497737556561]
https://agora.olery.com/v2/companies/169995/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[50.8695652173913]
https://agora.olery.com/v2/companies/565316/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[70.4015544041451]
https://agora.olery.com/v2/companies/577095/sentiment?auth_token=ahneesh5Too6Ya2doh0YahPh9AeQua&start_date=2005-01-01&end_date=2016-06-30&properties=value_for_money,$.data[?(@.sentiment=='positive')].percentage,[71.2909441233141]
